,href,href_2,html_image,brand,color_label,Sugars,SPF_Sugar_Pct,Protein,SPF_Protein_Pct,Total Fat,SPF_TotalFat_Pct
95,<a href=https://www.wholefoodsmarket.com/product/stonyfield-organic-vanilla-grass-fed-greek-yogurt-15-lb-b08ngcvkmk>Stonyfield Organic Vanilla Grass Fed Greek Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/stonyfield-organic-vanilla-grass-fed-greek-yogurt-15-lb-b08ngcvkmk>Vanilla Grass Fed Greek Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/60f5a83d3e2800f6df4183f6_dld-0052159704933-glamor-front-2021-06-01t17-17-31-iphone-x-quality-90-1-25-4-user-5984ad42a967f880524de2c4-sd3g-473088-1626712124849.jpg' width='100%'>,Stonyfield Organic,magenta,14.0,42.42424242424242,14.0,42.42424242424242,5.0,15.151515151515152
96,"<a href=https://www.wholefoodsmarket.com/product/siggis-siggis-plantbased-coconut-blend-peach-53-oz-b08ng9h4wy>siggi's siggi’s® Plant-Based Coconut Blend, Peach</a>","<a href=https://www.wholefoodsmarket.com/product/siggis-siggis-plantbased-coconut-blend-peach-53-oz-b08ng9h4wy>siggi’s® Plant-Based Coconut Blend, Peach</a>",<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/623a767bbb90953e5417d26f_0850004694336-glamor-front-2022-03-07t18-15-57-iphone-x-quality-90-1-29-0-user-5984ad42a967f880524de2c4-m9g6-708033.jpg' width='100%'>,siggi's,cyan,8.0,28.57142857142857,10.0,35.714285714285715,10.0,35.714285714285715
97,<a href=https://www.wholefoodsmarket.com/product/biok-plus-strawberry-fermented-dairy-probiotic-12-pk-42-fl-oz-b014jvphiu>Bio-K Plus Strawberry Fermented Dairy Probiotic (12 pk)</a>,<a href=https://www.wholefoodsmarket.com/product/biok-plus-strawberry-fermented-dairy-probiotic-12-pk-42-fl-oz-b014jvphiu>Strawberry Fermented Dairy Probiotic (12 pk)</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/5be8c67deabd2b8c04e5959b_upc-0626608000978-done-0-glamor-afc8faa1-79da-40f1-8609-8c54cd22652f-09d74g.jpg' width='100%'>,Bio-K Plus,magenta,7.0,63.63636363636363,4.0,36.36363636363637,0.0,0.0
98,<a href=https://www.wholefoodsmarket.com/product/brown-cow-maple-whole-milk-yogurt-53-oz-b07kfhcydh>Brown Cow Maple Whole Milk Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/brown-cow-maple-whole-milk-yogurt-53-oz-b07kfhcydh>Maple Whole Milk Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/5e13bb887a0080be3851d833_upc-00088194703143-glamor-frontpackageglamor-2019-04-02t20-36-13-d19125c2-7d18-46b2-bc15-322ef4ffe642.jpg' width='100%'>,Brown Cow,magenta,19.0,63.33333333333333,5.0,16.666666666666664,6.0,20.0
99,<a href=https://www.wholefoodsmarket.com/product/siggis-raspberry-53oz-plant-based-coconut-blend-b07yqgbjs5>siggi's Raspberry (5.3oz) Plant Based Coconut Blend</a>,<a href=https://www.wholefoodsmarket.com/product/siggis-raspberry-53oz-plant-based-coconut-blend-b07yqgbjs5>Raspberry (5.3oz) Plant Based Coconut Blend</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/623a76f7bb90953e5417d5a1_0850004694138-glamor-front-2022-03-07t18-31-48-iphone-x-quality-90-1-29-0-user-5984ad42a967f880524de2c4-tf86-715685.jpg' width='100%'>,siggi's,cyan,8.0,28.57142857142857,10.0,35.714285714285715,10.0,35.714285714285715
100,<a href=https://www.wholefoodsmarket.com/product/stonyfield-organic-organic-organic-vanilla-whole-milk-yogurt-35-oz-b00myuq5ps>Stonyfield Organic Organic Organic Vanilla Whole Milk Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/stonyfield-organic-organic-organic-vanilla-whole-milk-yogurt-35-oz-b00myuq5ps>Organic Organic Vanilla Whole Milk Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/6424ad7c90c2113d58ccd258_2023-03-29_21-28-59_front.main.jpg' width='100%'>,Stonyfield Organic,magenta,9.0,51.42857142857142,5.0,28.57142857142857,3.5,20.0
101,<a href=https://www.wholefoodsmarket.com/product/brown-cow-cherry-vanilla-cream-top-yogurt-6-oz-53-oz-b000o6gapy>Brown Cow Cherry Vanilla Cream Top Yogurt (6 Oz)</a>,<a href=https://www.wholefoodsmarket.com/product/brown-cow-cherry-vanilla-cream-top-yogurt-6-oz-53-oz-b000o6gapy>Cherry Vanilla Cream Top Yogurt (6 Oz)</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/5ebc6695758123bee6afaaa8_00088194340096-glamor-frontpackageglamor-2020-02-05t19-00-41-iphone-7-quality-90-1-20-1-user-5de45d630a0006cafcdc259f-x9mg-322778.jpg' width='100%'>,Brown Cow,magenta,22.0,70.96774193548387,4.0,12.903225806451612,5.0,16.129032258064516
102,"<a href=https://www.wholefoodsmarket.com/product/so-delicious-dairy-free-coconut-milk-yogurt-alternative-strawberry-banana-vegan-nongmo-project-verified-53-oz-b071h7rzmb>So Delicious Dairy Free Coconut Milk Yogurt Alternative, Strawberry Banana, Vegan, Non-GMO Project Verified</a>","<a href=https://www.wholefoodsmarket.com/product/so-delicious-dairy-free-coconut-milk-yogurt-alternative-strawberry-banana-vegan-nongmo-project-verified-53-oz-b071h7rzmb>Coconut Milk Yogurt Alternative, Strawberry Banana, Vegan, Non-GMO Project Verified</a>",<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/61d4c9c385e94e4fc3b65ffe_00744473000166-main.jpg' width='100%'>,So Delicious Dairy Free,magenta,17.0,77.27272727272727,1.0,4.545454545454546,4.0,18.181818181818183
103,"<a href=https://www.wholefoodsmarket.com/product/siggis-siggis-probiotic-drinkable-whole-milk-yogurt-strawberry-8-oz-b06xrr9dzt>siggi's siggi’s® Probiotic Drinkable Whole Milk Yogurt, Strawberry, 8 oz</a>","<a href=https://www.wholefoodsmarket.com/product/siggis-siggis-probiotic-drinkable-whole-milk-yogurt-strawberry-8-oz-b06xrr9dzt>siggi’s® Probiotic Drinkable Whole Milk Yogurt, Strawberry, 8 oz</a>",<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/631a4490ec3191707f3dac0f_2022-09-08_19-37-55_Front.main.jpg' width='100%'>,siggi's,magenta,18.0,52.94117647058824,8.0,23.52941176470588,8.0,23.52941176470588
104,<a href=https://www.wholefoodsmarket.com/product/chobani-flip-smore-smores-greek-yogurt-45-oz-b01m5k1apr>Chobani Flip S'more S'mores Greek Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/chobani-flip-smore-smores-greek-yogurt-45-oz-b01m5k1apr>Flip S'more S'mores Greek Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/638a6371576d123cfb32d9ef_00818290010735-c1c1.jpg' width='100%'>,Chobani,magenta,19.0,61.29032258064516,8.0,25.806451612903224,4.0,12.903225806451612
105,<a href=https://www.wholefoodsmarket.com/product/noosa-coconut-yoghurt-8-oz-b004kyxqzs>noosa Coconut Yoghurt</a>,<a href=https://www.wholefoodsmarket.com/product/noosa-coconut-yoghurt-8-oz-b004kyxqzs>Coconut Yoghurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/623a7609bb90953e5417d01f_0853923002138-glamor-front-2022-03-04t22-37-55-iphone-x-quality-90-1-29-0-user-5984ad42a967f880524de2c4-448m-173679.jpg' width='100%'>,noosa,magenta,29.0,54.71698113207547,11.0,20.754716981132077,13.0,24.528301886792452
106,<a href=https://www.wholefoodsmarket.com/product/biok-plus-blueberry-fermented-rice-probiotic-12pl-42-fl-oz-b01esbnqxo>Bio-K Plus Blueberry Fermented Rice Probiotic 12pl</a>,<a href=https://www.wholefoodsmarket.com/product/biok-plus-blueberry-fermented-rice-probiotic-12pl-42-fl-oz-b01esbnqxo>Blueberry Fermented Rice Probiotic 12pl</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/5be8c7a78696df6d6745145d_upc-0626608002125-done-0-glamor-aa49dbc5-4f48-414b-94e3-f09ba39e6769-xxpn8k.jpg' width='100%'>,Bio-K Plus,magenta,4.0,66.66666666666666,2.0,33.33333333333333,0.0,0.0
107,<a href=https://www.wholefoodsmarket.com/product/siggis-vanilla-yogurt-4-count-53-oz-b08v7pvdmp>siggi's Vanilla Yogurt 4 Count</a>,<a href=https://www.wholefoodsmarket.com/product/siggis-vanilla-yogurt-4-count-53-oz-b08v7pvdmp>Vanilla Yogurt 4 Count</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/621438c9f6ea6d3941e7ed5b_0850004694404-glamor-front-2022-01-24t17-44-43-iphone-x-quality-90-1-26-2-user-6191b0023d41d147aed4bacb-esdl-178647.jpg' width='100%'>,siggi's,cyan,2.0,10.526315789473683,14.0,73.68421052631578,3.0,15.789473684210526
108,"<a href=https://www.wholefoodsmarket.com/product/siggis-siggis-plantbased-coconut-blend-toasted-coconut-53oz-b08ngcn3p8>siggi's siggi’s® Plant-Based Coconut Blend, Toasted Coconut</a>","<a href=https://www.wholefoodsmarket.com/product/siggis-siggis-plantbased-coconut-blend-toasted-coconut-53oz-b08ngcn3p8>siggi’s® Plant-Based Coconut Blend, Toasted Coconut</a>",<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/632b7e0a5fa2b17b96ba6665_2022-09-21_21-11-49_Front.main.jpg' width='100%'>,siggi's,yellow,8.0,26.666666666666668,10.0,33.33333333333333,12.0,40.0
109,<a href=https://www.wholefoodsmarket.com/product/noosa-honey-yoghurt-8-oz-b00cj5rc8m>noosa Honey Yoghurt</a>,<a href=https://www.wholefoodsmarket.com/product/noosa-honey-yoghurt-8-oz-b00cj5rc8m>Honey Yoghurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/613f8a02e11bfde36015f5d3_dld-0853923002008-glamor-front-2021-08-18t22-22-23-iphone-x-quality-90-1-25-4-user-5984ad42a967f880524de2c4-hue7-123284-1631554050016.jpg' width='100%'>,noosa,magenta,28.0,51.85185185185185,13.0,24.074074074074073,13.0,24.074074074074073
110,"<a href=https://www.wholefoodsmarket.com/product/so-delicious-dairy-free-dairy-free-coconut-milk-yogurt-alternative-key-lime-vegan-nongmo-project-verified-53-oz-b072xnv11r>So Delicious Dairy Free Dairy Free Coconut Milk Yogurt Alternative, Key Lime, Vegan, Non-GMO Project Verified</a>","<a href=https://www.wholefoodsmarket.com/product/so-delicious-dairy-free-dairy-free-coconut-milk-yogurt-alternative-key-lime-vegan-nongmo-project-verified-53-oz-b072xnv11r>Dairy Free Coconut Milk Yogurt Alternative, Key Lime, Vegan, Non-GMO Project Verified</a>",<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/61cb6c25ce4ea52b5dde86cf_2021-12-28_19-57-36_front.main.jpg' width='100%'>,So Delicious Dairy Free,magenta,16.0,76.19047619047619,1.0,4.761904761904762,4.0,19.047619047619047
111,<a href=https://www.wholefoodsmarket.com/product/ellenos-greek-yogurt-lemon-curd-53-oz-b07schcb3t>Ellenos Greek Yogurt Lemon Curd</a>,<a href=https://www.wholefoodsmarket.com/product/ellenos-greek-yogurt-lemon-curd-53-oz-b07schcb3t>Greek Yogurt Lemon Curd</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/5e7bbd25886258d9a91fa19b_00857290006386-glamor-frontpackageglamor-2020-03-11t17-29-36-pixel-3a-quality-90-1-21-1-user-5984ad42a967f880524de2c4-cq55-713175.jpg' width='100%'>,Ellenos,magenta,24.0,55.81395348837209,11.0,25.581395348837212,8.0,18.6046511627907
112,<a href=https://www.wholefoodsmarket.com/product/culina-sour-cherry-almond-coconut-yogurt-5-oz-b08gz7ptyj>Culina Sour Cherry Almond Coconut Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/culina-sour-cherry-almond-coconut-yogurt-5-oz-b08gz7ptyj>Sour Cherry Almond Coconut Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/63ee992a9dd46d5397391d0b_0854724007223-glamor-front-2023-01-10t19-56-22-iphone-x-quality-90-1-33-0-user-5984ad42a967f880524de2c4-krcc-011165.jpg' width='100%'>,Culina,yellow,9.0,31.03448275862069,2.0,6.896551724137931,18.0,62.06896551724138
113,<a href=https://www.wholefoodsmarket.com/product/green-valley-creamery-lactose-free-low-fat-plain-kefir-32-fl-oz-b085m81n37>Green Valley Creamery Lactose free low fat plain kefir</a>,<a href=https://www.wholefoodsmarket.com/product/green-valley-creamery-lactose-free-low-fat-plain-kefir-32-fl-oz-b085m81n37>Lactose free low fat plain kefir</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/6287f09f90a0608d8e8db09e_2022-05-20_19-48-53_front.main.jpg' width='100%'>,Green Valley Creamery,magenta,12.0,48.0,11.0,44.0,2.0,8.0
114,"<a href=https://www.wholefoodsmarket.com/product/365-by-whole-foods-market-kefir-strawberry-32-fl-oz-b07n1n38pq>365 by Whole Foods Market Kefir, Strawberry</a>","<a href=https://www.wholefoodsmarket.com/product/365-by-whole-foods-market-kefir-strawberry-32-fl-oz-b07n1n38pq>Kefir, Strawberry</a>",<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/5fbd946cfbbe3865abc62afe_00099482476083-front.jpg' width='100%'>,365 by Whole Foods Market,magenta,18.0,54.54545454545454,8.0,24.242424242424242,7.0,21.21212121212121
115,<a href=https://www.wholefoodsmarket.com/product/siggis-raspberry-nonfat-drinkable-yogurt-32-fl-oz-b00lmc4xlc>siggi's Raspberry Non-fat Drinkable Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/siggis-raspberry-nonfat-drinkable-yogurt-32-fl-oz-b00lmc4xlc>Raspberry Non-fat Drinkable Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/613f875be11bfde36015e324_dld-0898248001367-glamor-front-2021-08-19t15-12-16-iphone-x-quality-90-1-25-4-user-5984ad42a967f880524de2c4-qhg1-896499-1631553370718.jpg' width='100%'>,siggi's,magenta,13.0,68.42105263157895,6.0,31.57894736842105,0.0,0.0
116,<a href=https://www.wholefoodsmarket.com/product/green-valley-creamery-lactose-free-whole-milk-plain-kefir-32-fl-oz-b085m87hzt>Green Valley Creamery Lactose Free Whole Milk Plain Kefir</a>,<a href=https://www.wholefoodsmarket.com/product/green-valley-creamery-lactose-free-whole-milk-plain-kefir-32-fl-oz-b085m87hzt>Lactose Free Whole Milk Plain Kefir</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/6287f1ad7263908da77460cb.main.jpg' width='100%'>,Green Valley Creamery,magenta,12.0,38.70967741935484,10.0,32.25806451612903,9.0,29.03225806451613
117,<a href=https://www.wholefoodsmarket.com/product/siggis-0-plain-filmjolk-drinkable-yogurt-32-fl-oz-b00lmc4tuw>siggi's 0% Plain Filmjolk Drinkable Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/siggis-0-plain-filmjolk-drinkable-yogurt-32-fl-oz-b00lmc4tuw>0% Plain Filmjolk Drinkable Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/621439ddf6ea6d3941e7f4fa_0898248001312-glamor-front-2022-01-31t16-03-06-iphone-7-quality-90-1-26-2-user-5c4f16e4fc9c91accd101ce4-j8pn-017711.jpg' width='100%'>,siggi's,magenta,7.0,53.84615384615385,6.0,46.15384615384615,0.0,0.0
118,<a href=https://www.wholefoodsmarket.com/product/redwood-hill-farm-plain-goat-milk-yogurt-6-oz-b000yn1e5i>Redwood Hill Farm Plain Goat Milk Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/redwood-hill-farm-plain-goat-milk-yogurt-6-oz-b000yn1e5i>Plain Goat Milk Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/613f872ae11bfde36015e1ce_dld-0081312200616-glamor-front-2021-08-19t16-30-50-iphone-x-quality-90-1-25-4-user-5984ad42a967f880524de2c4-slt9-694765-1631553321817.jpg' width='100%'>,Redwood Hill Farm,cyan,5.0,29.411764705882355,6.0,35.294117647058826,6.0,35.294117647058826
119,<a href=https://www.wholefoodsmarket.com/product/stonyfield-organic-probiotic-peach-lowfat-yogurt-protein-smoothie-10-fl-oz-b00108ct1y>Stonyfield Organic Probiotic Peach Lowfat Yogurt Protein Smoothie</a>,<a href=https://www.wholefoodsmarket.com/product/stonyfield-organic-probiotic-peach-lowfat-yogurt-protein-smoothie-10-fl-oz-b00108ct1y>Probiotic Peach Lowfat Yogurt Protein Smoothie</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/624b76fc27ac6613630ffb80_dld-0052159013028-glamor-front-2022-03-04t20-07-42-iphone-x-quality-90-1-29-0-user-5984ad42a967f880524de2c4-6uwz-916156-1649112828034.jpg' width='100%'>,Stonyfield Organic,magenta,27.0,69.23076923076923,9.0,23.076923076923077,3.0,7.6923076923076925
120,<a href=https://www.wholefoodsmarket.com/product/ellenos-mango-greek-yogurt-53-oz-b07s98hh62>Ellenos Mango Greek Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/ellenos-mango-greek-yogurt-53-oz-b07s98hh62>Mango Greek Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/641601e1545b5c0352b9c21d_0857290006393-glamor-front-2023-01-27t14-21-07-iphone-7-quality-90-1-33-0-user-61f81fa9ba341c6ee137962b-uij4-318929.jpg' width='100%'>,Ellenos,magenta,20.0,51.28205128205128,12.0,30.76923076923077,7.0,17.94871794871795
121,<a href=https://www.wholefoodsmarket.com/product/nancys-yogurt-plain-whole-milk-yogurt-tub-32-oz-b000vhwlhw>Nancy's Yogurt Plain Whole Milk Yogurt Tub</a>,<a href=https://www.wholefoodsmarket.com/product/nancys-yogurt-plain-whole-milk-yogurt-tub-32-oz-b000vhwlhw>Plain Whole Milk Yogurt Tub</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/613f873de11bfde36015e294_dld-0043192105009-glamor-front-2021-08-18t21-31-39-iphone-x-quality-90-1-25-4-user-5984ad42a967f880524de2c4-a2u3-611885-1631553340924.jpg' width='100%'>,Nancy's Yogurt,cyan,8.0,34.78260869565217,9.0,39.130434782608695,6.0,26.08695652173913
122,"<a href=https://www.wholefoodsmarket.com/product/so-delicious-dairy-free-coconut-milk-yogurt-alternative-chocolate-vegan-nongmo-project-verified-53-oz-b078837c7l>So Delicious Dairy Free Coconut Milk Yogurt Alternative, Chocolate, Vegan, Non-GMO Project Verified</a>","<a href=https://www.wholefoodsmarket.com/product/so-delicious-dairy-free-coconut-milk-yogurt-alternative-chocolate-vegan-nongmo-project-verified-53-oz-b078837c7l>Coconut Milk Yogurt Alternative, Chocolate, Vegan, Non-GMO Project Verified</a>",<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/61d4ca9fa2629f4fe8ddc7b2_00744473000173-main.jpg' width='100%'>,So Delicious Dairy Free,magenta,17.0,75.55555555555556,1.0,4.444444444444445,4.5,20.0
123,"<a href=https://www.wholefoodsmarket.com/product/siggis-siggis-probiotic-drinkable-whole-milk-yogurt-blueberry-8-oz-b06xsg4s4g>siggi's siggi’s® Probiotic Drinkable Whole Milk Yogurt, Blueberry</a>","<a href=https://www.wholefoodsmarket.com/product/siggis-siggis-probiotic-drinkable-whole-milk-yogurt-blueberry-8-oz-b06xsg4s4g>siggi’s® Probiotic Drinkable Whole Milk Yogurt, Blueberry</a>",<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/63289cd30d136970942f245e_2022-09-19_16-46-15_Front.main.jpg' width='100%'>,siggi's,magenta,17.0,51.515151515151516,8.0,24.242424242424242,8.0,24.242424242424242
124,<a href=https://www.wholefoodsmarket.com/product/chobani-flip-almond-coco-loco-greek-yogurt-45-oz-b00cj8mda6>Chobani Flip Almond Coco Loco Greek Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/chobani-flip-almond-coco-loco-greek-yogurt-45-oz-b00cj8mda6>Flip Almond Coco Loco Greek Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/62d09bd8357c9d0b3229b44d_0818290012289-glamor-front-2022-04-06t15-55-57-iphone-x-quality-90-1-29-0-user-5d7652c1db2c4b51d4c666ca-ldab-372456.jpg' width='100%'>,Chobani,magenta,17.0,50.0,9.0,26.47058823529412,8.0,23.52941176470588
125,<a href=https://www.wholefoodsmarket.com/product/ellenos-real-greek-yogurt-marionberry-53-oz-b07sdkwmzd>Ellenos Real Greek Yogurt Marionberry</a>,<a href=https://www.wholefoodsmarket.com/product/ellenos-real-greek-yogurt-marionberry-53-oz-b07sdkwmzd>Real Greek Yogurt Marionberry</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/5e6292216e8f491944bb19de_00857290006270-glamor-frontpackageglamor-2020-02-09t19-59-36-pixel-3a-quality-90-1-20-1-user-5984ad42a967f880524de2c4-eawr-991857.jpg' width='100%'>,Ellenos,magenta,20.0,54.054054054054056,11.0,29.72972972972973,6.0,16.216216216216218
126,<a href=https://www.wholefoodsmarket.com/product/siggis-vanilla-whole-milk-yogurt-drink-8-fl-oz-b06xsc89wz>siggi's Vanilla Whole Milk Yogurt Drink</a>,<a href=https://www.wholefoodsmarket.com/product/siggis-vanilla-whole-milk-yogurt-drink-8-fl-oz-b06xsc89wz>Vanilla Whole Milk Yogurt Drink</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/624b76fd27ac6613630ffb88_dld-0898248001695-glamor-front-2022-03-04t20-09-22-iphone-x-quality-90-1-29-0-user-5984ad42a967f880524de2c4-86yj-106307-1649112828274.jpg' width='100%'>,siggi's,magenta,17.0,51.515151515151516,8.0,24.242424242424242,8.0,24.242424242424242
127,<a href=https://www.wholefoodsmarket.com/product/stonyfield-organic-strawberry-probiotic-lowfat-yogurt-protein-smoothie-10-fl-oz-b0051g7ets>Stonyfield Organic Strawberry Probiotic Lowfat Yogurt Protein Smoothie</a>,<a href=https://www.wholefoodsmarket.com/product/stonyfield-organic-strawberry-probiotic-lowfat-yogurt-protein-smoothie-10-fl-oz-b0051g7ets>Strawberry Probiotic Lowfat Yogurt Protein Smoothie</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/5e41f35c650b5a0c67ace6ba_00052159013004-glamor-frontpackageglamor-2020-01-28t21-58-47-iphone-7-quality-90-1-20-1-user-5e2e5dcf50cecee5f0c8fc82-6fkr-293155.jpg' width='100%'>,Stonyfield Organic,magenta,24.0,64.86486486486487,10.0,27.027027027027028,3.0,8.108108108108109
128,<a href=https://www.wholefoodsmarket.com/product/365-everyday-value-vanilla-organic-yogurt-53-ounce-b07dwsd915>365 Everyday Value® Vanilla Organic Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/365-everyday-value-vanilla-organic-yogurt-53-ounce-b07dwsd915>Vanilla Organic Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/5c130d073d4daf04b26579cc_productdataa00099482472115-c1n1.jpg' width='100%'>,365 Everyday Value®,magenta,15.0,60.0,5.0,20.0,5.0,20.0
129,<a href=https://www.wholefoodsmarket.com/product/365-by-whole-foods-market-organic-yogurt-whole-milk-blueberry-6-4-ounce-cups-24-oz-b07dwfrhzr>365 by Whole Foods Market Organic Yogurt Whole Milk - Blueberry (6 - 4 Ounce Cups)</a>,<a href=https://www.wholefoodsmarket.com/product/365-by-whole-foods-market-organic-yogurt-whole-milk-blueberry-6-4-ounce-cups-24-oz-b07dwfrhzr>Organic Yogurt Whole Milk - Blueberry (6 - 4 Ounce Cups)</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/606353c8bd823450528e4ea7_00099482472092-c1c1.jpg' width='100%'>,365 by Whole Foods Market,magenta,12.0,64.86486486486487,3.0,16.216216216216218,3.5,18.91891891891892
130,<a href=https://www.wholefoodsmarket.com/product/straus-family-creamery-organic-plain-nonfat-greek-yogurt-32-oz-b0147qh6ke>Straus Family Creamery Organic Plain Nonfat Greek Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/straus-family-creamery-organic-plain-nonfat-greek-yogurt-32-oz-b0147qh6ke>Organic Plain Nonfat Greek Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/5f9850e0e25bb68457c26d3f_784830004109-front.jpg' width='100%'>,Straus Family Creamery,cyan,8.0,36.36363636363637,14.0,63.63636363636363,0.0,0.0
131,<a href=https://www.wholefoodsmarket.com/product/kite-hill-artisan-almond-milk-strawberry-yogurt-53-ounce-b06vv87wdj>Kite Hill Artisan Almond Milk Strawberry Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/kite-hill-artisan-almond-milk-strawberry-yogurt-53-ounce-b06vv87wdj>Artisan Almond Milk Strawberry Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/5de977404c4c2f296da5e013_kelly-behr-00856624004142-c1c1.jpg' width='100%'>,Kite Hill,magenta,17.0,56.666666666666664,4.0,13.333333333333334,9.0,30.0
132,<a href=https://www.wholefoodsmarket.com/product/siggis-0-vanilla-filmjolk-drinkable-yogurt-32-fl-oz-b00lmc4xiu>siggi's 0% Vanilla Filmjolk Drinkable Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/siggis-0-vanilla-filmjolk-drinkable-yogurt-32-fl-oz-b00lmc4xiu>0% Vanilla Filmjolk Drinkable Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/62143a56f6ea6d3941e7f854_0898248001374-glamor-front-2022-01-31t16-08-51-iphone-7-quality-90-1-26-2-user-5c4f16e4fc9c91accd101ce4-yvt2-813086.jpg' width='100%'>,siggi's,magenta,13.0,68.42105263157895,6.0,31.57894736842105,0.0,0.0
133,<a href=https://www.wholefoodsmarket.com/product/siggis-mixed-berry-non-fat-yogurt-4-pack-53-oz-b097cn2rwk>siggi's Mixed Berry Non Fat Yogurt 4 Pack</a>,<a href=https://www.wholefoodsmarket.com/product/siggis-mixed-berry-non-fat-yogurt-4-pack-53-oz-b097cn2rwk>Mixed Berry Non Fat Yogurt 4 Pack</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/623a76e9bb90953e5417d536_0850004694824-glamor-front-2022-03-07t17-04-48-iphone-x-quality-90-1-29-0-user-5984ad42a967f880524de2c4-hfxv-359856.jpg' width='100%'>,siggi's,cyan,11.0,42.30769230769231,15.0,57.692307692307686,0.0,0.0
