,href,href_2,html_image,brand,color_label,Sugars,SPF_Sugar_Pct,Protein,SPF_Protein_Pct,Total Fat,SPF_TotalFat_Pct
134,<a href=https://www.wholefoodsmarket.com/product/fage-total-2-strawberry-greek-yogurt-53-oz-b0012zedtg>FAGE Total 2% Strawberry Greek Yogurt (5.3 Oz)</a>,<a href=https://www.wholefoodsmarket.com/product/fage-total-2-strawberry-greek-yogurt-53-oz-b0012zedtg>Total 2% Strawberry Greek Yogurt (5.3 Oz)</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/623a7625bb90953e5417d0cd_0689544081463-glamor-front-2022-03-04t21-48-12-iphone-x-quality-90-1-29-0-user-5984ad42a967f880524de2c4-xw88-077312.jpg' width='100%'>,FAGE,cyan,11.0,43.13725490196079,12.0,47.05882352941176,2.5,9.803921568627452
135,<a href=https://www.wholefoodsmarket.com/product/365-by-whole-foods-market-raspberry-kefir-32-fl-oz-b07n1nz3pf>365 by Whole Foods Market Raspberry Kefir</a>,<a href=https://www.wholefoodsmarket.com/product/365-by-whole-foods-market-raspberry-kefir-32-fl-oz-b07n1nz3pf>Raspberry Kefir</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/5fbd9469fbbe3865abc62af0_00099482476106-front.jpg' width='100%'>,365 by Whole Foods Market,magenta,19.0,55.88235294117647,8.0,23.52941176470588,7.0,20.588235294117645
136,<a href=https://www.wholefoodsmarket.com/product/alexandre-family-farms-organic-plain-yogurt-24-oz-b09kpdtwrr>ALEXANDRE FAMILY FARMS Organic Plain Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/alexandre-family-farms-organic-plain-yogurt-24-oz-b09kpdtwrr>Organic Plain Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/621438c6f6ea6d3941e7ed44_0854442007291-glamor-front-2022-01-24t18-04-22-iphone-x-quality-90-1-26-2-user-6191b0023d41d147aed4bacb-wiej-396835.jpg' width='100%'>,ALEXANDRE FAMILY FARMS,magenta,7.0,35.0,6.0,30.0,7.0,35.0
137,<a href=https://www.wholefoodsmarket.com/product/pillars-mixed-berry-greek-drinkabe-yogurt-32-fl-oz-b08qfqbxrh>Pillars Mixed Berry Greek Drinkabe Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/pillars-mixed-berry-greek-drinkabe-yogurt-32-fl-oz-b08qfqbxrh>Mixed Berry Greek Drinkabe Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/60f5cc1ec1ac260b93f1e8a0_dld-0859982007268-glamor-front-2021-04-01t23-01-52-iphone-7-quality-90-1-25-2-user-5c4f16e4fc9c91accd101ce4-56l7-932883-1626721310153.jpg' width='100%'>,Pillars,cyan,3.0,16.666666666666664,15.0,83.33333333333334,0.0,0.0
138,"<a href=https://www.wholefoodsmarket.com/product/wallaby-organic-aussie-greek-yogurt-no-sugar-added-strawberry-53-oz-usda-organic-b07qbdc1kn>Wallaby Organic Aussie Greek Yogurt, No Sugar Added, Strawberry</a>","<a href=https://www.wholefoodsmarket.com/product/wallaby-organic-aussie-greek-yogurt-no-sugar-added-strawberry-53-oz-usda-organic-b07qbdc1kn>Organic Aussie Greek Yogurt, No Sugar Added, Strawberry</a>",<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/61cb71d93fea9e2b5d8f7159.main.jpg' width='100%'>,Wallaby,cyan,5.0,23.809523809523807,11.0,52.38095238095239,5.0,23.809523809523807
139,<a href=https://www.wholefoodsmarket.com/product/maple-hill-creamery-organic-vanilla-whole-milk-yogurt-32-oz-b078fbc723>Maple Hill Creamery Organic Vanilla Whole Milk Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/maple-hill-creamery-organic-vanilla-whole-milk-yogurt-32-oz-b078fbc723>Organic Vanilla Whole Milk Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/64343b09449beb5eca524103_0855088005078-glamor-front-2023-04-07t14-15-33-iphone-x-quality-90-1-33-0-user-63a5c39553683c45e1082a47-itg5-519147.jpg' width='100%'>,Maple Hill Creamery,magenta,15.0,55.55555555555556,5.0,18.51851851851852,7.0,25.925925925925924
140,"<a href=https://www.wholefoodsmarket.com/product/wallaby-organic-aussie-smooth-whole-milk-yogurt-vanilla-32-oz-usda-organic-b0010xt5gg>Wallaby Organic Aussie Smooth Whole Milk Yogurt, Vanilla</a>","<a href=https://www.wholefoodsmarket.com/product/wallaby-organic-aussie-smooth-whole-milk-yogurt-vanilla-32-oz-usda-organic-b0010xt5gg>Organic Aussie Smooth Whole Milk Yogurt, Vanilla</a>",<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/61d85a7185e94e4fc3b66b70_00795709020014-main.jpg' width='100%'>,Wallaby,magenta,8.0,36.36363636363637,8.0,36.36363636363637,6.0,27.27272727272727
141,<a href=https://www.wholefoodsmarket.com/product/siggis-vanilla-non-fat-skyr-yogurt-4-pack-53-oz-b097cmq51p>siggi's Vanilla Non Fat Skyr Yogurt 4 Pack</a>,<a href=https://www.wholefoodsmarket.com/product/siggis-vanilla-non-fat-skyr-yogurt-4-pack-53-oz-b097cmq51p>Vanilla Non Fat Skyr Yogurt 4 Pack</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/623a76e0bb90953e5417d4f5_0850004694831-glamor-front-2022-03-07t17-03-08-iphone-x-quality-90-1-29-0-user-5984ad42a967f880524de2c4-xqiz-188446.jpg' width='100%'>,siggi's,cyan,9.0,36.0,16.0,64.0,0.0,0.0
142,<a href=https://www.wholefoodsmarket.com/product/365-by-whole-foods-market-organic-yogurt-whole-milk-strawberry-53-oz-b07dwg8vp2>365 by Whole Foods Market Organic Yogurt Whole Milk - Strawberry</a>,<a href=https://www.wholefoodsmarket.com/product/365-by-whole-foods-market-organic-yogurt-whole-milk-strawberry-53-oz-b07dwg8vp2>Organic Yogurt Whole Milk - Strawberry</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/606353d2bd823450528e4ecc_00099482472122-c1c1.jpg' width='100%'>,365 by Whole Foods Market,magenta,15.0,60.0,5.0,20.0,5.0,20.0
143,"<a href=https://www.wholefoodsmarket.com/product/biok-plus-original-fermented-dairy-probiotic-12-pk-42-fl-oz-b01esbni3m>Bio-K Plus Original Fermented Dairy Probiotic, 12 pk</a>","<a href=https://www.wholefoodsmarket.com/product/biok-plus-original-fermented-dairy-probiotic-12-pk-42-fl-oz-b01esbni3m>Original Fermented Dairy Probiotic, 12 pk</a>",<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/5be8cded8696df6d67451659_upc-0626608000770-done-0-glamor-d7e6aa92-86ff-4ab3-89b0-a4c2988b665c-9k64zc.jpg' width='100%'>,Bio-K Plus,cyan,1.0,20.0,4.0,80.0,0.0,0.0
144,"<a href=https://www.wholefoodsmarket.com/product/365-by-whole-foods-market-kefir-blueberry-32-fl-oz-b07n1pb63r>365 by Whole Foods Market Kefir, Blueberry</a>","<a href=https://www.wholefoodsmarket.com/product/365-by-whole-foods-market-kefir-blueberry-32-fl-oz-b07n1pb63r>Kefir, Blueberry</a>",<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/5fbd9462fbbe3865abc62ad4_00099482476090-front.jpg' width='100%'>,365 by Whole Foods Market,magenta,18.0,54.54545454545454,8.0,24.242424242424242,7.0,21.21212121212121
145,<a href=https://www.wholefoodsmarket.com/product/bellwether-farms-plain-sheep-milk-yogurt-6-oz-b00n42bjf6>Bellwether Farms Plain Sheep Milk Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/bellwether-farms-plain-sheep-milk-yogurt-6-oz-b00n42bjf6>Plain Sheep Milk Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/613f89d8e11bfde36015f45c_dld-0705118500106-glamor-front-2021-08-18t15-52-40-iphone-x-quality-90-1-25-4-user-5984ad42a967f880524de2c4-z90b-939523-1631554007006.jpg' width='100%'>,Bellwether Farms,cyan,2.0,9.523809523809524,10.0,47.61904761904761,9.0,42.857142857142854
146,<a href=https://www.wholefoodsmarket.com/product/pillars-drinkable-greek-yogurt-mixed-berry-12-fl-oz-b07d6tzy4m>Pillars Drinkable Greek Yogurt Mixed Berry</a>,<a href=https://www.wholefoodsmarket.com/product/pillars-drinkable-greek-yogurt-mixed-berry-12-fl-oz-b07d6tzy4m>Drinkable Greek Yogurt Mixed Berry</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/62901743775bca3a8365ac54_0859982007039-glamor-front-2022-05-11t18-37-42-iphone-7-quality-90-1-29-0-user-5d7652c1db2c4b51d4c666ca-hbhq-130874.jpg' width='100%'>,Pillars,cyan,5.0,21.73913043478261,18.0,78.26086956521739,0.0,0.0
147,<a href=https://www.wholefoodsmarket.com/product/kite-hill-artisan-almond-milk-blueberry-yogurt-53-oz-b06w551btg>Kite Hill Artisan Almond Milk Blueberry Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/kite-hill-artisan-almond-milk-blueberry-yogurt-53-oz-b06w551btg>Artisan Almond Milk Blueberry Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/61390c5333ec27498b3feca6_0856624004135-glamor-front-2021-08-18t22-26-08-iphone-x-quality-90-1-25-4-user-5984ad42a967f880524de2c4-o6ta-702817.jpg' width='100%'>,Kite Hill,magenta,12.0,52.17391304347826,3.0,13.043478260869565,8.0,34.78260869565217
148,"<a href=https://www.wholefoodsmarket.com/product/straus-family-creamery-nonfat-yogurt-plain-32-oz-b000o6gauy>Straus Family Creamery Nonfat Yogurt, Plain</a>","<a href=https://www.wholefoodsmarket.com/product/straus-family-creamery-nonfat-yogurt-plain-32-oz-b000o6gauy>Nonfat Yogurt, Plain</a>",<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/5f98372205662c7accd838f9_784830000705-front.jpg' width='100%'>,Straus Family Creamery,magenta,8.0,50.0,8.0,50.0,0.0,0.0
149,<a href=https://www.wholefoodsmarket.com/product/brown-cow-strawberry-whole-milk-yogurt-53-oz-b000o6ice6>Brown Cow Strawberry Whole Milk Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/brown-cow-strawberry-whole-milk-yogurt-53-oz-b000o6ice6>Strawberry Whole Milk Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/613f88d8e11bfde36015eafb_dld-0088194703174-glamor-front-2021-08-19t14-58-51-iphone-x-quality-90-1-25-4-user-5984ad42a967f880524de2c4-luaf-761234-1631553748516.jpg' width='100%'>,Brown Cow,magenta,22.0,70.96774193548387,4.0,12.903225806451612,5.0,16.129032258064516
150,<a href=https://www.wholefoodsmarket.com/product/lifeway-organic-whole-milk-vanilla-kefir-32-fl-oz-b08rb2p2cx>Lifeway Organic Whole Milk Vanilla Kefir</a>,<a href=https://www.wholefoodsmarket.com/product/lifeway-organic-whole-milk-vanilla-kefir-32-fl-oz-b08rb2p2cx>Organic Whole Milk Vanilla Kefir</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/621589d34fe8a5123e5970e4_0017077186322-glamor-front-2022-01-31t18-12-56-iphone-7-quality-90-1-26-2-user-5c4f16e4fc9c91accd101ce4-vdzv-567529.jpg' width='100%'>,Lifeway,magenta,18.0,50.0,10.0,27.77777777777778,8.0,22.22222222222222
151,<a href=https://www.wholefoodsmarket.com/product/fage-blended-vanilla-yogurt-32-oz-b0932zt2bv>FAGE Blended Vanilla Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/fage-blended-vanilla-yogurt-32-oz-b0932zt2bv>Blended Vanilla Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/623a75fcbb90953e5417cfcc_0689544083306-glamor-front-2022-03-04t21-24-52-iphone-x-quality-90-1-29-0-user-5984ad42a967f880524de2c4-zfjs-821109.jpg' width='100%'>,FAGE,cyan,12.0,42.857142857142854,16.0,57.14285714285714,0.0,0.0
152,<a href=https://www.wholefoodsmarket.com/product/pillars-drinkable-greek-yogurt-strwbrry-banana-12-fl-oz-b07d6v4nfw>Pillars Drinkable Greek Yogurt Strwbrry Banana</a>,<a href=https://www.wholefoodsmarket.com/product/pillars-drinkable-greek-yogurt-strwbrry-banana-12-fl-oz-b07d6v4nfw>Drinkable Greek Yogurt Strwbrry Banana</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/62143b2bf6ea6d3941e7fd90_0859982007022-glamor-front-2022-01-31t18-21-46-iphone-7-quality-90-1-26-2-user-5c4f16e4fc9c91accd101ce4-lqps-931885.jpg' width='100%'>,Pillars,cyan,4.0,16.666666666666664,20.0,83.33333333333334,0.0,0.0
153,<a href=https://www.wholefoodsmarket.com/product/fage-total-2-blueberry-greek-yogurt-53-oz-b003yv04yo>FAGE Total 2% Blueberry Greek Yogurt (5.3 Oz)</a>,<a href=https://www.wholefoodsmarket.com/product/fage-total-2-blueberry-greek-yogurt-53-oz-b003yv04yo>Total 2% Blueberry Greek Yogurt (5.3 Oz)</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/623a7606bb90953e5417d009_0689544081661-glamor-front-2022-03-04t21-46-07-iphone-x-quality-90-1-29-0-user-5984ad42a967f880524de2c4-4aec-071951.jpg' width='100%'>,FAGE,cyan,11.0,43.13725490196079,12.0,47.05882352941176,2.5,9.803921568627452
154,<a href=https://www.wholefoodsmarket.com/product/pillars-peach-drinkable-greek-yogurt-12-fl-oz-b084tp88q1>Pillars Peach Drinkable Greek Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/pillars-peach-drinkable-greek-yogurt-12-fl-oz-b084tp88q1>Peach Drinkable Greek Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/60f5d019c1ac260b93f1f1b3_dld-0859982007084-glamor-front-2021-04-01t23-25-51-iphone-7-quality-90-1-25-2-user-5c4f16e4fc9c91accd101ce4-q25n-057426-1626722329416.jpg' width='100%'>,Pillars,cyan,5.0,21.73913043478261,18.0,78.26086956521739,0.0,0.0
155,<a href=https://www.wholefoodsmarket.com/product/nancys-yogurt-organic-plain-lowfat-yogurt-32-oz-b000vhymn8>Nancy's Yogurt Organic Plain Lowfat Yogurt (32 Oz)</a>,<a href=https://www.wholefoodsmarket.com/product/nancys-yogurt-organic-plain-lowfat-yogurt-32-oz-b000vhymn8>Organic Plain Lowfat Yogurt (32 Oz)</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/624b76f127ac6613630ffb3e_dld-0043192106006-glamor-front-2022-03-04t19-50-24-iphone-x-quality-90-1-29-0-user-5984ad42a967f880524de2c4-75hm-388357-1649112817094.jpg' width='100%'>,Nancy's Yogurt,magenta,8.0,42.10526315789473,8.0,42.10526315789473,3.0,15.789473684210526
156,<a href=https://www.wholefoodsmarket.com/product/365-by-whole-foods-market-organic-yogurt-whole-milk-blueberry-53-oz-b07dwgfq1r>365 by Whole Foods Market Organic Yogurt Whole Milk - Blueberry</a>,<a href=https://www.wholefoodsmarket.com/product/365-by-whole-foods-market-organic-yogurt-whole-milk-blueberry-53-oz-b07dwgfq1r>Organic Yogurt Whole Milk - Blueberry</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/606353d6bd823450528e4ed9_00099482472139-c1c1.jpg' width='100%'>,365 by Whole Foods Market,magenta,16.0,61.53846153846154,5.0,19.230769230769234,5.0,19.230769230769234
157,<a href=https://www.wholefoodsmarket.com/product/gogo-squeez-yogurtz-strawberry-12-oz-b01gsaeyqg>GoGo Squeez Yogurtz Strawberry</a>,<a href=https://www.wholefoodsmarket.com/product/gogo-squeez-yogurtz-strawberry-12-oz-b01gsaeyqg>Yogurtz Strawberry</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/62e08ed0a745710b4926e0a4_0840426100195-glamor-front-2022-07-06t13-43-16-iphone-7-quality-90-1-29-0-user-5d7652c1db2c4b51d4c666ca-4k83-347651.jpg' width='100%'>,GoGo Squeez,magenta,14.0,71.7948717948718,4.0,20.51282051282051,1.5,7.6923076923076925
158,<a href=https://www.wholefoodsmarket.com/product/bellwether-farms-blackberry-sheep-milk-yogurt-6-oz-b0147qlveq>Bellwether Farms Blackberry Sheep Milk Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/bellwether-farms-blackberry-sheep-milk-yogurt-6-oz-b0147qlveq>Blackberry Sheep Milk Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/646bda1b0c33e11bd5bc7d16_2023-05-22_21-10-49_front.main.jpg' width='100%'>,Bellwether Farms,magenta,10.0,37.03703703703704,9.0,33.33333333333333,8.0,29.629629629629626
159,<a href=https://www.wholefoodsmarket.com/product/harmless-harvest-unsweetened-coconut-yogurt-drink-24-fl-oz-b081dkvrw7>Harmless Harvest Unsweetened Coconut Yogurt Drink</a>,<a href=https://www.wholefoodsmarket.com/product/harmless-harvest-unsweetened-coconut-yogurt-drink-24-fl-oz-b081dkvrw7>Unsweetened Coconut Yogurt Drink</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/631b7cc0c563f04912d2c0c2_0850003023229-glamor-front-2022-08-25t18-24-27-iphone-x-quality-90-1-31-0-user-5984ad42a967f880524de2c4-0w2q-708071.jpg' width='100%'>,Harmless Harvest,yellow,5.0,41.66666666666667,1.0,8.333333333333332,6.0,50.0
160,<a href=https://www.wholefoodsmarket.com/product/clio-snacks-strawberry-greek-yogurt-bar-1-each-b078fhcjfz>Clio Snacks Strawberry Greek Yogurt Bar</a>,<a href=https://www.wholefoodsmarket.com/product/clio-snacks-strawberry-greek-yogurt-bar-1-each-b078fhcjfz>Strawberry Greek Yogurt Bar</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/62158b054fe8a5123e597970_0861703000113-glamor-front-2022-01-31t18-53-59-iphone-7-quality-90-1-26-2-user-5c4f16e4fc9c91accd101ce4-mtux-173782.jpg' width='100%'>,Clio Snacks,magenta,10.0,40.0,8.0,32.0,7.0,28.000000000000004
161,<a href=https://www.wholefoodsmarket.com/product/stonyfield-organic-organic-strawberry-banana-yogurt-pouches-35-oz-b0716bftl2>Stonyfield Organic Organic Strawberry Banana Yogurt Pouches</a>,<a href=https://www.wholefoodsmarket.com/product/stonyfield-organic-organic-strawberry-banana-yogurt-pouches-35-oz-b0716bftl2>Organic Strawberry Banana Yogurt Pouches</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/5e87b6cb183d528aa6f773af_00052159703387-glamor-frontpackageglamor-2020-02-05t18-42-16-pixel-3a-quality-90-1-20-1-user-5d7652c1db2c4b51d4c666ca-fk2h-846598.jpg' width='100%'>,Stonyfield Organic,magenta,9.0,56.25,5.0,31.25,2.0,12.5
162,"<a href=https://www.wholefoodsmarket.com/product/wallaby-organic-aussie-greek-yogurt-no-sugar-added-vanilla-chai-53-oz-usda-organic-b07qffxmzx>Wallaby Organic Aussie Greek Yogurt, No Sugar Added, Vanilla Chai</a>","<a href=https://www.wholefoodsmarket.com/product/wallaby-organic-aussie-greek-yogurt-no-sugar-added-vanilla-chai-53-oz-usda-organic-b07qffxmzx>Organic Aussie Greek Yogurt, No Sugar Added, Vanilla Chai</a>",<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/61cb5a0e7fcc525b2179b4d2_00036632070050-main.jpg' width='100%'>,Wallaby,cyan,7.0,30.434782608695656,11.0,47.82608695652174,5.0,21.73913043478261
163,<a href=https://www.wholefoodsmarket.com/product/the-coconut-cult-chocolate-mousse-coconut-yogurt-8-fl-oz-b07xc8fcz2>THE COCONUT CULT Chocolate Mousse Coconut Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/the-coconut-cult-chocolate-mousse-coconut-yogurt-8-fl-oz-b07xc8fcz2>Chocolate Mousse Coconut Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/5dfa51f7477f111ec52d6572_upc-00850007391058-glamor-frontpackageglamor-2019-10-28t20-30-39-a1abec79-33b3-4ec2-95b7-ec7d5f6c15cc.jpg' width='100%'>,THE COCONUT CULT,yellow,3.0,33.33333333333333,0.0,0.0,6.0,66.66666666666666
164,<a href=https://www.wholefoodsmarket.com/product/pillars-chocolate-drinkable-greek-yogurt-32-fl-oz-b0954hy7p8>Pillars Chocolate Drinkable Greek Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/pillars-chocolate-drinkable-greek-yogurt-32-fl-oz-b0954hy7p8>Chocolate Drinkable Greek Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/61f887c67c04b93f05ca12b3_0859982007282-glamor-front-2022-01-18t22-40-15-iphone-x-quality-90-1-26-2-user-5984ad42a967f880524de2c4-ftyp-399845.jpg' width='100%'>,Pillars,cyan,3.0,16.666666666666664,15.0,83.33333333333334,0.0,0.0
165,<a href=https://www.wholefoodsmarket.com/product/pillars-chocolate-drinkable-greek-yogurt-32-fl-oz-2g2u8pso>Pillars Chocolate Drinkable Greek Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/pillars-chocolate-drinkable-greek-yogurt-32-fl-oz-2g2u8pso>Chocolate Drinkable Greek Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/61f887c67c04b93f05ca12b3_0859982007282-glamor-front-2022-01-18t22-40-15-iphone-x-quality-90-1-26-2-user-5984ad42a967f880524de2c4-ftyp-399845.jpg' width='100%'>,Pillars,cyan,3.0,16.666666666666664,15.0,83.33333333333334,0.0,0.0
166,<a href=https://www.wholefoodsmarket.com/product/gogo-squeez-yogurtz-banana-12-oz-b01gsaez5g>GoGo Squeez Yogurtz Banana</a>,<a href=https://www.wholefoodsmarket.com/product/gogo-squeez-yogurtz-banana-12-oz-b01gsaez5g>Yogurtz Banana</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/62e08ed7a745710b4926e0cd_0840426100218-glamor-front-2022-07-06t13-42-00-iphone-7-quality-90-1-29-0-user-5d7652c1db2c4b51d4c666ca-ayzl-185366.jpg' width='100%'>,GoGo Squeez,magenta,57.0,72.15189873417721,16.0,20.253164556962027,6.0,7.59493670886076
167,<a href=https://www.wholefoodsmarket.com/product/clover-sonoma-organic-greek-yogurt-plain-nonfat-32-oz-b07cwc1z79>Clover Sonoma Organic Greek Yogurt Plain Nonfat</a>,<a href=https://www.wholefoodsmarket.com/product/clover-sonoma-organic-greek-yogurt-plain-nonfat-32-oz-b07cwc1z79>Organic Greek Yogurt Plain Nonfat</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/5f64bf3ad5a6e3e810d6afd0_00070852993485-glamor-frontpackageglamor-2020-09-16t20-37-54-iphone-x-quality-90-1-21-1-user-5984ad42a967f880524de2c4-a5wu-946869.jpg' width='100%'>,Clover Sonoma,cyan,5.0,25.0,15.0,75.0,0.0,0.0
168,<a href=https://www.wholefoodsmarket.com/product/clover-sonoma-organic-traditional-plain-kefir-32-fl-oz-b015hvxt3q>Clover Sonoma Organic Traditional Plain Kefir</a>,<a href=https://www.wholefoodsmarket.com/product/clover-sonoma-organic-traditional-plain-kefir-32-fl-oz-b015hvxt3q>Organic Traditional Plain Kefir</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/5cdd196b3f077b1c2c9f2e11_upc-00070852991474-glamor-frontpackageglamor-2019-04-02t18-18-04-461e9d68-eb5a-431e-af15-09ad7bd3c79a.jpg' width='100%'>,Clover Sonoma,magenta,15.0,54.54545454545454,10.0,36.36363636363637,2.5,9.090909090909092
169,<a href=https://www.wholefoodsmarket.com/product/straus-family-creamery-european-style-organic-plain-whole-milk-yogurt-16-oz-b07d8f6gms>Straus Family Creamery European Style Organic Plain Whole Milk Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/straus-family-creamery-european-style-organic-plain-whole-milk-yogurt-16-oz-b07d8f6gms>European Style Organic Plain Whole Milk Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/5f98372605662c7accd8390d_784830000811-front.jpg' width='100%'>,Straus Family Creamery,magenta,8.0,36.36363636363637,8.0,36.36363636363637,6.0,27.27272727272727
170,<a href=https://www.wholefoodsmarket.com/product/clover-sonoma-organic-summer-strawberry-kefir-32-fl-oz-b074hz2yc1>Clover Sonoma Organic Summer Strawberry Kefir</a>,<a href=https://www.wholefoodsmarket.com/product/clover-sonoma-organic-summer-strawberry-kefir-32-fl-oz-b074hz2yc1>Organic Summer Strawberry Kefir</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/5ce74fdde3727bc0eabd26ee_upc-00070852992273-glamor-frontpackageglamor-2019-04-02t18-19-23-6208918c-ac00-4f4e-b0f4-11fba32a40ec.jpg' width='100%'>,Clover Sonoma,magenta,27.0,71.05263157894737,9.0,23.684210526315788,2.0,5.263157894736842
171,<a href=https://www.wholefoodsmarket.com/product/saint-benoit-creamery-organic-plain-french-style-yogurt-475-oz-b0785wfksw>Saint Benoît Creamery Organic Plain French Style Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/saint-benoit-creamery-organic-plain-french-style-yogurt-475-oz-b0785wfksw>Organic Plain French Style Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/5e87dc74b8a993a3f12358b7_upc-00649241929123-glamor-frontpackageglamor-2019-10-23t14-56-46-146a2dde-761d-413f-96e4-4245ae8b6b82.jpg' width='100%'>,Saint Benoît Creamery,magenta,5.0,33.33333333333333,5.0,33.33333333333333,5.0,33.33333333333333
172,<a href=https://www.wholefoodsmarket.com/product/yasso-frozen-greek-yogurt-coffee-chocolate-chip-frozen-greek-yogurt-bars-14-fl-oz-b010owezuy>Yasso Frozen Greek Yogurt Coffee Chocolate Chip Frozen Greek Yogurt Bars</a>,<a href=https://www.wholefoodsmarket.com/product/yasso-frozen-greek-yogurt-coffee-chocolate-chip-frozen-greek-yogurt-bars-14-fl-oz-b010owezuy>Coffee Chocolate Chip Frozen Greek Yogurt Bars</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/5f863661cbd700d5d600f31c_00851035003326-glamor-frontpackageglamor-2020-09-30t13-50-51-iphone-7-quality-90-1-21-5-user-5da5b1b3afdfaf0fde51f3e1-vi2k-032896.jpg' width='100%'>,Yasso Frozen Greek Yogurt,magenta,13.0,65.0,5.0,25.0,2.0,10.0
173,<a href=https://www.wholefoodsmarket.com/product/pavels-original-plain-whole-milk-yogurt-32-oz-b0010wgsvc>Pavel's Original Plain Whole Milk Yogurt</a>,<a href=https://www.wholefoodsmarket.com/product/pavels-original-plain-whole-milk-yogurt-32-oz-b0010wgsvc>Original Plain Whole Milk Yogurt</a>,<img src='https://m.media-amazon.com/images/S/assets.wholefoodsmarket.com/PIE/product/5e7a2a7b2c0640392e49e209_upc-00086726100187-glamor-frontpackageglamor-2019-10-30t16-28-50-c0905e6d-f9ac-4952-ae08-c3c6f5eea49e.jpg' width='100%'>,Pavel's,magenta,10.0,38.46153846153847,8.0,30.76923076923077,8.0,30.76923076923077
